 Variant= 
 b
  1  2  3  4
 A
  5.50000 -2.60000  1.00000 -1.70000
 -2.60000  7.50000 -2.50000 -0.40000
  1.00000 -2.50000  0.90000  0.40000
 -1.70000 -0.40000  0.40000  4.90000
 Решение прямым методом квадратного корня 
 x*
  -4.27547946212065  26.9193180983173  85.2733485193622  -5.43059739878021
 Норма матрицы=10.08864
 Метод простой итерации
                        |   Норма   | Норма      |  Оценка   |
 Itr    |  tau |  q     |  невязки  |погрешности |Погрешности|    x[1]    x[2]     x[3]    x[4]
214   | 0.1784 |  0.994 | 0.1489105 |  4.2938860 | 4.2938860 | -2.96339 20.10181 63.27724 -3.72431 
215   | 0.1784 |  0.994 | 0.1479948 |  4.2674810 | 4.2674810 | -2.97146 20.14374 63.41251 -3.73480 
216   | 0.1784 |  0.994 | 0.1470847 |  4.2412384 | 4.2412384 | -2.97948 20.18540 63.54694 -3.74523 
217   | 0.1784 |  0.994 | 0.1461802 |  4.2151571 | 4.2151571 | -2.98745 20.22681 63.68055 -3.75560 
218   | 0.1784 |  0.994 | 0.1452813 |  4.1892362 | 4.1892362 | -2.99537 20.26797 63.81333 -3.76590 
219   | 0.1784 |  0.994 | 0.1443879 |  4.1634748 | 4.1634748 | -3.00324 20.30887 63.94530 -3.77613 
220   | 0.1784 |  0.994 | 0.1435000 |  4.1378717 | 4.1378717 | -3.01106 20.34952 64.07645 -3.78631 
221   | 0.1784 |  0.994 | 0.1426176 |  4.1124261 | 4.1124261 | -3.01884 20.38992 64.20680 -3.79642 
222   | 0.1784 |  0.994 | 0.1417405 |  4.0871369 | 4.0871369 | -3.02656 20.43007 64.33635 -3.80647 
223   | 0.1784 |  0.994 | 0.1408689 |  4.0620033 | 4.0620033 | -3.03424 20.46998 64.46510 -3.81646 
224   | 0.1784 |  0.994 | 0.1400027 |  4.0370243 | 4.0370243 | -3.04188 20.50964 64.59306 -3.82638 
225   | 0.1784 |  0.994 | 0.1391417 |  4.0121988 | 4.0121988 | -3.04946 20.54906 64.72023 -3.83625 
226   | 0.1784 |  0.994 | 0.1382861 |  3.9875260 | 3.9875260 | -3.05700 20.58823 64.84662 -3.84605 
227   | 0.1784 |  0.994 | 0.1374357 |  3.9630049 | 3.9630049 | -3.06450 20.62716 64.97223 -3.85579 
228   | 0.1784 |  0.994 | 0.1365905 |  3.9386347 | 3.9386347 | -3.07194 20.66585 65.09708 -3.86548 
229   | 0.1784 |  0.994 | 0.1357506 |  3.9144142 | 3.9144142 | -3.07934 20.70431 65.22115 -3.87510 
230   | 0.1784 |  0.994 | 0.1349158 |  3.8903428 | 3.8903428 | -3.08670 20.74253 65.34446 -3.88467 
231   | 0.1784 |  0.994 | 0.1340861 |  3.8664193 | 3.8664193 | -3.09401 20.78051 65.46701 -3.89418 
232   | 0.1784 |  0.994 | 0.1332616 |  3.8426430 | 3.8426430 | -3.10128 20.81826 65.58881 -3.90362 
233   | 0.1784 |  0.994 | 0.1324421 |  3.8190129 | 3.8190129 | -3.10850 20.85578 65.70986 -3.91301 
234   | 0.1784 |  0.994 | 0.1316276 |  3.7955281 | 3.7955281 | -3.11567 20.89307 65.83016 -3.92235 
235   | 0.1784 |  0.994 | 0.1308182 |  3.7721877 | 3.7721877 | -3.12280 20.93013 65.94973 -3.93162 
236   | 0.1784 |  0.994 | 0.1300138 |  3.7489908 | 3.7489908 | -3.12989 20.96696 66.06856 -3.94084 
237   | 0.1784 |  0.994 | 0.1292142 |  3.7259366 | 3.7259366 | -3.13694 21.00356 66.18665 -3.95000 
238   | 0.1784 |  0.994 | 0.1284196 |  3.7030242 | 3.7030242 | -3.14394 21.03994 66.30403 -3.95910 
239   | 0.1784 |  0.994 | 0.1276299 |  3.6802526 | 3.6802526 | -3.15090 21.07609 66.42068 -3.96815 
240   | 0.1784 |  0.994 | 0.1268451 |  3.6576211 | 3.6576211 | -3.15781 21.11203 66.53661 -3.97715 
241   | 0.1784 |  0.994 | 0.1260651 |  3.6351288 | 3.6351288 | -3.16469 21.14774 66.65183 -3.98608 
242   | 0.1784 |  0.994 | 0.1252898 |  3.6127748 | 3.6127748 | -3.17152 21.18323 66.76634 -3.99497 
243   | 0.1784 |  0.994 | 0.1245194 |  3.5905582 | 3.5905582 | -3.17831 21.21850 66.88015 -4.00380 
244   | 0.1784 |  0.994 | 0.1237536 |  3.5684783 | 3.5684783 | -3.18505 21.25356 66.99326 -4.01257 
245   | 0.1784 |  0.994 | 0.1229926 |  3.5465341 | 3.5465341 | -3.19176 21.28840 67.10567 -4.02129 
246   | 0.1784 |  0.994 | 0.1222363 |  3.5247249 | 3.5247249 | -3.19842 21.32303 67.21739 -4.02996 
247   | 0.1784 |  0.994 | 0.1214846 |  3.5030498 | 3.5030498 | -3.20505 21.35744 67.32843 -4.03857 
248   | 0.1784 |  0.994 | 0.1207375 |  3.4815080 | 3.4815080 | -3.21163 21.39165 67.43878 -4.04713 
249   | 0.1784 |  0.994 | 0.1199951 |  3.4600986 | 3.4600986 | -3.21817 21.42564 67.54845 -4.05564 
250   | 0.1784 |  0.994 | 0.1192572 |  3.4388209 | 3.4388209 | -3.22467 21.45942 67.65745 -4.06409 
251   | 0.1784 |  0.994 | 0.1185238 |  3.4176741 | 3.4176741 | -3.23113 21.49300 67.76578 -4.07250 
252   | 0.1784 |  0.994 | 0.1177949 |  3.3966573 | 3.3966573 | -3.23756 21.52637 67.87344 -4.08085 
253   | 0.1784 |  0.994 | 0.1170706 |  3.3757698 | 3.3757698 | -3.24394 21.55953 67.98044 -4.08915 
254   | 0.1784 |  0.994 | 0.1163506 |  3.3550106 | 3.3550106 | -3.25028 21.59249 68.08678 -4.09740 
255   | 0.1784 |  0.994 | 0.1156352 |  3.3343792 | 3.3343792 | -3.25659 21.62525 68.19247 -4.10560 
256   | 0.1784 |  0.994 | 0.1149241 |  3.3138746 | 3.3138746 | -3.26285 21.65780 68.29751 -4.11374 
257   | 0.1784 |  0.994 | 0.1142173 |  3.2934961 | 3.2934961 | -3.26908 21.69016 68.40190 -4.12184 
258   | 0.1784 |  0.994 | 0.1135150 |  3.2732430 | 3.2732430 | -3.27527 21.72231 68.50565 -4.12989 
259   | 0.1784 |  0.994 | 0.1128169 |  3.2531143 | 3.2531143 | -3.28142 21.75427 68.60876 -4.13789 
260   | 0.1784 |  0.994 | 0.1121232 |  3.2331095 | 3.2331095 | -3.28753 21.78603 68.71124 -4.14584 
261   | 0.1784 |  0.994 | 0.1114337 |  3.2132277 | 3.2132277 | -3.29361 21.81760 68.81309 -4.15374 
262   | 0.1784 |  0.994 | 0.1107484 |  3.1934681 | 3.1934681 | -3.29964 21.84897 68.91431 -4.16159 
263   | 0.1784 |  0.994 | 0.1100674 |  3.1738300 | 3.1738300 | -3.30565 21.88015 69.01491 -4.16939 
264   | 0.1784 |  0.994 | 0.1093905 |  3.1543127 | 3.1543127 | -3.31161 21.91114 69.11489 -4.17715 
265   | 0.1784 |  0.994 | 0.1087178 |  3.1349155 | 3.1349155 | -3.31754 21.94194 69.21425 -4.18486 
266   | 0.1784 |  0.994 | 0.1080493 |  3.1156375 | 3.1156375 | -3.32343 21.97255 69.31301 -4.19252 
267   | 0.1784 |  0.994 | 0.1073848 |  3.0964780 | 3.0964780 | -3.32928 22.00297 69.41115 -4.20013 
268   | 0.1784 |  0.994 | 0.1067245 |  3.0774364 | 3.0774364 | -3.33510 22.03320 69.50870 -4.20770 
269   | 0.1784 |  0.994 | 0.1060682 |  3.0585119 | 3.0585119 | -3.34088 22.06325 69.60564 -4.21522 
270   | 0.1784 |  0.994 | 0.1054159 |  3.0397037 | 3.0397037 | -3.34663 22.09311 69.70199 -4.22269 
271   | 0.1784 |  0.994 | 0.1047677 |  3.0210113 | 3.0210113 | -3.35234 22.12279 69.79775 -4.23012 
272   | 0.1784 |  0.994 | 0.1041234 |  3.0024337 | 3.0024337 | -3.35802 22.15228 69.89291 -4.23750 
273   | 0.1784 |  0.994 | 0.1034831 |  2.9839704 | 2.9839704 | -3.36366 22.18160 69.98749 -4.24484 
274   | 0.1784 |  0.994 | 0.1028467 |  2.9656207 | 2.9656207 | -3.36927 22.21073 70.08149 -4.25213 
275   | 0.1784 |  0.994 | 0.1022143 |  2.9473837 | 2.9473837 | -3.37484 22.23969 70.17491 -4.25938 
276   | 0.1784 |  0.994 | 0.1015857 |  2.9292590 | 2.9292590 | -3.38038 22.26846 70.26776 -4.26658 
277   | 0.1784 |  0.994 | 0.1009610 |  2.9112456 | 2.9112456 | -3.38588 22.29706 70.36004 -4.27374 
278   | 0.1784 |  0.994 | 0.1003402 |  2.8933431 | 2.8933431 | -3.39135 22.32549 70.45175 -4.28085 
279   | 0.1784 |  0.994 | 0.0997231 |  2.8755507 | 2.8755507 | -3.39679 22.35374 70.54289 -4.28792 
280   | 0.1784 |  0.994 | 0.0991099 |  2.8578676 | 2.8578676 | -3.40220 22.38181 70.63347 -4.29495 
281   | 0.1784 |  0.994 | 0.0985004 |  2.8402933 | 2.8402933 | -3.40757 22.40972 70.72350 -4.30193 
282   | 0.1784 |  0.994 | 0.0978947 |  2.8228271 | 2.8228271 | -3.41290 22.43745 70.81297 -4.30887 
283   | 0.1784 |  0.994 | 0.0972927 |  2.8054683 | 2.8054683 | -3.41821 22.46501 70.90190 -4.31577 
284   | 0.1784 |  0.994 | 0.0966944 |  2.7882162 | 2.7882162 | -3.42348 22.49240 70.99027 -4.32263 
285   | 0.1784 |  0.994 | 0.0960998 |  2.7710702 | 2.7710702 | -3.42872 22.51962 71.07811 -4.32944 
286   | 0.1784 |  0.994 | 0.0955088 |  2.7540297 | 2.7540297 | -3.43392 22.54668 71.16540 -4.33621 
287   | 0.1784 |  0.994 | 0.0949215 |  2.7370939 | 2.7370939 | -3.43910 22.57357 71.25216 -4.34294 
288   | 0.1784 |  0.994 | 0.0943378 |  2.7202623 | 2.7202623 | -3.44424 22.60029 71.33838 -4.34963 
289   | 0.1784 |  0.994 | 0.0937577 |  2.7035342 | 2.7035342 | -3.44935 22.62685 71.42407 -4.35628 
290   | 0.1784 |  0.994 | 0.0931811 |  2.6869090 | 2.6869090 | -3.45444 22.65325 71.50924 -4.36288 
291   | 0.1784 |  0.994 | 0.0926081 |  2.6703860 | 2.6703860 | -3.45948 22.67948 71.59388 -4.36945 
292   | 0.1784 |  0.994 | 0.0920386 |  2.6539646 | 2.6539646 | -3.46450 22.70556 71.67800 -4.37598 
293   | 0.1784 |  0.994 | 0.0914726 |  2.6376442 | 2.6376442 | -3.46949 22.73147 71.76160 -4.38246 
294   | 0.1784 |  0.994 | 0.0909101 |  2.6214241 | 2.6214241 | -3.47445 22.75722 71.84469 -4.38891 
295   | 0.1784 |  0.994 | 0.0903511 |  2.6053038 | 2.6053038 | -3.47937 22.78282 71.92727 -4.39531 
296   | 0.1784 |  0.994 | 0.0897955 |  2.5892827 | 2.5892827 | -3.48427 22.80825 72.00934 -4.40168 
297   | 0.1784 |  0.994 | 0.0892433 |  2.5733600 | 2.5733600 | -3.48913 22.83353 72.09091 -4.40801 
298   | 0.1784 |  0.994 | 0.0886945 |  2.5575353 | 2.5575353 | -3.49397 22.85866 72.17197 -4.41429 
299   | 0.1784 |  0.994 | 0.0881490 |  2.5418079 | 2.5418079 | -3.49877 22.88363 72.25254 -4.42054 
300   | 0.1784 |  0.994 | 0.0876070 |  2.5261771 | 2.5261771 | -3.50355 22.90845 72.33261 -4.42676 
301   | 0.1784 |  0.994 | 0.0870682 |  2.5106426 | 2.5106426 | -3.50830 22.93311 72.41219 -4.43293 
302   | 0.1784 |  0.994 | 0.0865328 |  2.4952035 | 2.4952035 | -3.51302 22.95762 72.49128 -4.43906 
303   | 0.1784 |  0.994 | 0.0860007 |  2.4798594 | 2.4798594 | -3.51770 22.98199 72.56988 -4.44516 
304   | 0.1784 |  0.994 | 0.0854718 |  2.4646096 | 2.4646096 | -3.52236 23.00620 72.64800 -4.45122 
305   | 0.1784 |  0.994 | 0.0849462 |  2.4494537 | 2.4494537 | -3.52699 23.03026 72.72564 -4.45724 
306   | 0.1784 |  0.994 | 0.0844239 |  2.4343909 | 2.4343909 | -3.53160 23.05418 72.80280 -4.46323 
307   | 0.1784 |  0.994 | 0.0839047 |  2.4194207 | 2.4194207 | -3.53617 23.07795 72.87949 -4.46918 
308   | 0.1784 |  0.994 | 0.0833887 |  2.4045426 | 2.4045426 | -3.54072 23.10157 72.95570 -4.47509 
309   | 0.1784 |  0.994 | 0.0828759 |  2.3897560 | 2.3897560 | -3.54524 23.12505 73.03145 -4.48097 
310   | 0.1784 |  0.994 | 0.0823663 |  2.3750604 | 2.3750604 | -3.54973 23.14838 73.10673 -4.48681 
311   | 0.1784 |  0.994 | 0.0818598 |  2.3604551 | 2.3604551 | -3.55419 23.17157 73.18155 -4.49261 
312   | 0.1784 |  0.994 | 0.0813564 |  2.3459396 | 2.3459396 | -3.55863 23.19461 73.25591 -4.49838 
313   | 0.1784 |  0.994 | 0.0808561 |  2.3315133 | 2.3315133 | -3.56303 23.21752 73.32981 -4.50411 
314   | 0.1784 |  0.994 | 0.0803589 |  2.3171758 | 2.3171758 | -3.56742 23.24028 73.40325 -4.50981 
315   | 0.1784 |  0.994 | 0.0798647 |  2.3029265 | 2.3029265 | -3.57177 23.26291 73.47625 -4.51547 
316   | 0.1784 |  0.994 | 0.0793736 |  2.2887648 | 2.2887648 | -3.57610 23.28539 73.54879 -4.52110 
317   | 0.1784 |  0.994 | 0.0788855 |  2.2746901 | 2.2746901 | -3.58040 23.30774 73.62089 -4.52669 
318   | 0.1784 |  0.994 | 0.0784004 |  2.2607021 | 2.2607021 | -3.58467 23.32995 73.69255 -4.53225 
319   | 0.1784 |  0.994 | 0.0779183 |  2.2468000 | 2.2468000 | -3.58892 23.35202 73.76376 -4.53777 
320   | 0.1784 |  0.994 | 0.0774391 |  2.2329834 | 2.2329834 | -3.59314 23.37396 73.83454 -4.54326 
321   | 0.1784 |  0.994 | 0.0769629 |  2.2192518 | 2.2192518 | -3.59734 23.39576 73.90488 -4.54872 
322   | 0.1784 |  0.994 | 0.0764896 |  2.2056046 | 2.2056046 | -3.60151 23.41743 73.97479 -4.55414 
323   | 0.1784 |  0.994 | 0.0760193 |  2.1920414 | 2.1920414 | -3.60565 23.43896 74.04427 -4.55953 
324   | 0.1784 |  0.994 | 0.0755518 |  2.1785616 | 2.1785616 | -3.60977 23.46036 74.11333 -4.56489 
325   | 0.1784 |  0.994 | 0.0750872 |  2.1651646 | 2.1651646 | -3.61387 23.48164 74.18195 -4.57021 
326   | 0.1784 |  0.994 | 0.0746254 |  2.1518501 | 2.1518501 | -3.61793 23.50277 74.25016 -4.57550 
327   | 0.1784 |  0.994 | 0.0741665 |  2.1386174 | 2.1386174 | -3.62198 23.52378 74.31795 -4.58076 
328   | 0.1784 |  0.994 | 0.0737105 |  2.1254661 | 2.1254661 | -3.62600 23.54467 74.38532 -4.58599 
329   | 0.1784 |  0.994 | 0.0732572 |  2.1123956 | 2.1123956 | -3.62999 23.56542 74.45227 -4.59118 
330   | 0.1784 |  0.994 | 0.0728067 |  2.0994056 | 2.0994056 | -3.63396 23.58604 74.51881 -4.59634 
331   | 0.1784 |  0.994 | 0.0723590 |  2.0864954 | 2.0864954 | -3.63790 23.60654 74.58495 -4.60147 
332   | 0.1784 |  0.994 | 0.0719140 |  2.0736646 | 2.0736646 | -3.64183 23.62691 74.65068 -4.60657 
333   | 0.1784 |  0.994 | 0.0714718 |  2.0609127 | 2.0609127 | -3.64572 23.64716 74.71600 -4.61164 
334   | 0.1784 |  0.994 | 0.0710323 |  2.0482393 | 2.0482393 | -3.64959 23.66728 74.78092 -4.61668 
335   | 0.1784 |  0.994 | 0.0705954 |  2.0356437 | 2.0356437 | -3.65344 23.68728 74.84544 -4.62168 
336   | 0.1784 |  0.994 | 0.0701613 |  2.0231256 | 2.0231256 | -3.65727 23.70715 74.90957 -4.62666 
337   | 0.1784 |  0.994 | 0.0697299 |  2.0106845 | 2.0106845 | -3.66107 23.72691 74.97330 -4.63160 
338   | 0.1784 |  0.994 | 0.0693011 |  1.9983199 | 1.9983199 | -3.66485 23.74654 75.03664 -4.63651 
339   | 0.1784 |  0.994 | 0.0688749 |  1.9860314 | 1.9860314 | -3.66860 23.76605 75.09959 -4.64140 
340   | 0.1784 |  0.994 | 0.0684514 |  1.9738184 | 1.9738184 | -3.67234 23.78544 75.16215 -4.64625 
341   | 0.1784 |  0.994 | 0.0680304 |  1.9616805 | 1.9616805 | -3.67604 23.80471 75.22433 -4.65107 
342   | 0.1784 |  0.994 | 0.0676121 |  1.9496173 | 1.9496173 | -3.67973 23.82386 75.28613 -4.65587 
343   | 0.1784 |  0.994 | 0.0671963 |  1.9376282 | 1.9376282 | -3.68339 23.84290 75.34754 -4.66063 
344   | 0.1784 |  0.994 | 0.0667831 |  1.9257129 | 1.9257129 | -3.68704 23.86182 75.40858 -4.66537 
345   | 0.1784 |  0.994 | 0.0663724 |  1.9138708 | 1.9138708 | -3.69065 23.88062 75.46925 -4.67007 
346   | 0.1784 |  0.994 | 0.0659642 |  1.9021016 | 1.9021016 | -3.69425 23.89931 75.52954 -4.67475 
347   | 0.1784 |  0.994 | 0.0655586 |  1.8904047 | 1.8904047 | -3.69782 23.91788 75.58945 -4.67940 
348   | 0.1784 |  0.994 | 0.0651555 |  1.8787798 | 1.8787798 | -3.70138 23.93634 75.64900 -4.68402 
349   | 0.1784 |  0.994 | 0.0647548 |  1.8672263 | 1.8672263 | -3.70491 23.95468 75.70819 -4.68861 
350   | 0.1784 |  0.994 | 0.0643566 |  1.8557439 | 1.8557439 | -3.70842 23.97291 75.76701 -4.69317 
351   | 0.1784 |  0.994 | 0.0639608 |  1.8443321 | 1.8443321 | -3.71190 23.99103 75.82547 -4.69770 
352   | 0.1784 |  0.994 | 0.0635675 |  1.8329905 | 1.8329905 | -3.71537 24.00904 75.88357 -4.70221 
353   | 0.1784 |  0.994 | 0.0631766 |  1.8217186 | 1.8217186 | -3.71881 24.02693 75.94131 -4.70669 
354   | 0.1784 |  0.994 | 0.0627881 |  1.8105161 | 1.8105161 | -3.72224 24.04472 75.99870 -4.71114 
355   | 0.1784 |  0.994 | 0.0624020 |  1.7993824 | 1.7993824 | -3.72564 24.06240 76.05573 -4.71557 
356   | 0.1784 |  0.994 | 0.0620182 |  1.7883172 | 1.7883172 | -3.72902 24.07996 76.11241 -4.71996 
357   | 0.1784 |  0.994 | 0.0616369 |  1.7773200 | 1.7773200 | -3.73238 24.09743 76.16875 -4.72433 
358   | 0.1784 |  0.994 | 0.0612578 |  1.7663905 | 1.7663905 | -3.73572 24.11478 76.22474 -4.72868 
359   | 0.1784 |  0.994 | 0.0608811 |  1.7555282 | 1.7555282 | -3.73904 24.13202 76.28038 -4.73299 
360   | 0.1784 |  0.994 | 0.0605067 |  1.7447327 | 1.7447327 | -3.74234 24.14916 76.33568 -4.73728 
361   | 0.1784 |  0.994 | 0.0601347 |  1.7340035 | 1.7340035 | -3.74562 24.16620 76.39064 -4.74155 
362   | 0.1784 |  0.994 | 0.0597649 |  1.7233404 | 1.7233404 | -3.74887 24.18313 76.44527 -4.74578 
363   | 0.1784 |  0.994 | 0.0593973 |  1.7127428 | 1.7127428 | -3.75211 24.19996 76.49956 -4.74999 
364   | 0.1784 |  0.994 | 0.0590321 |  1.7022104 | 1.7022104 | -3.75533 24.21668 76.55351 -4.75418 
365   | 0.1784 |  0.994 | 0.0586691 |  1.6917427 | 1.6917427 | -3.75853 24.23330 76.60713 -4.75834 
366   | 0.1784 |  0.994 | 0.0583083 |  1.6813394 | 1.6813394 | -3.76171 24.24982 76.66042 -4.76247 
367   | 0.1784 |  0.994 | 0.0579497 |  1.6710001 | 1.6710001 | -3.76487 24.26623 76.71339 -4.76658 
368   | 0.1784 |  0.994 | 0.0575934 |  1.6607244 | 1.6607244 | -3.76801 24.28255 76.76603 -4.77067 
369   | 0.1784 |  0.994 | 0.0572392 |  1.6505119 | 1.6505119 | -3.77113 24.29876 76.81834 -4.77472 
370   | 0.1784 |  0.994 | 0.0568872 |  1.6403621 | 1.6403621 | -3.77423 24.31488 76.87034 -4.77876 
371   | 0.1784 |  0.994 | 0.0565374 |  1.6302748 | 1.6302748 | -3.77731 24.33089 76.92201 -4.78277 
372   | 0.1784 |  0.994 | 0.0561897 |  1.6202495 | 1.6202495 | -3.78038 24.34681 76.97337 -4.78675 
373   | 0.1784 |  0.994 | 0.0558442 |  1.6102859 | 1.6102859 | -3.78342 24.36263 77.02441 -4.79071 
374   | 0.1784 |  0.994 | 0.0555008 |  1.6003835 | 1.6003835 | -3.78645 24.37835 77.07513 -4.79464 
375   | 0.1784 |  0.994 | 0.0551595 |  1.5905421 | 1.5905421 | -3.78945 24.39398 77.12555 -4.79855 
376   | 0.1784 |  0.994 | 0.0548203 |  1.5807611 | 1.5807611 | -3.79244 24.40951 77.17565 -4.80244 
377   | 0.1784 |  0.994 | 0.0544832 |  1.5710403 | 1.5710403 | -3.79541 24.42494 77.22545 -4.80630 
378   | 0.1784 |  0.994 | 0.0541481 |  1.5613793 | 1.5613793 | -3.79837 24.44028 77.27494 -4.81014 
379   | 0.1784 |  0.994 | 0.0538151 |  1.5517777 | 1.5517777 | -3.80130 24.45552 77.32412 -4.81396 
380   | 0.1784 |  0.994 | 0.0534842 |  1.5422351 | 1.5422351 | -3.80422 24.47067 77.37301 -4.81775 
381   | 0.1784 |  0.994 | 0.0531553 |  1.5327512 | 1.5327512 | -3.80711 24.48573 77.42159 -4.82152 
382   | 0.1784 |  0.994 | 0.0528284 |  1.5233256 | 1.5233256 | -3.80999 24.50070 77.46987 -4.82526 
383   | 0.1784 |  0.994 | 0.0525036 |  1.5139580 | 1.5139580 | -3.81286 24.51557 77.51786 -4.82899 
384   | 0.1784 |  0.994 | 0.0521807 |  1.5046480 | 1.5046480 | -3.81570 24.53035 77.56555 -4.83269 
385   | 0.1784 |  0.994 | 0.0518598 |  1.4953953 | 1.4953953 | -3.81853 24.54504 77.61295 -4.83636 
386   | 0.1784 |  0.994 | 0.0515409 |  1.4861994 | 1.4861994 | -3.82134 24.55964 77.66006 -4.84002 
387   | 0.1784 |  0.994 | 0.0512240 |  1.4770601 | 1.4770601 | -3.82413 24.57415 77.70688 -4.84365 
388   | 0.1784 |  0.994 | 0.0509090 |  1.4679770 | 1.4679770 | -3.82691 24.58858 77.75341 -4.84726 
389   | 0.1784 |  0.994 | 0.0505959 |  1.4589498 | 1.4589498 | -3.82967 24.60291 77.79965 -4.85085 
390   | 0.1784 |  0.994 | 0.0502848 |  1.4499781 | 1.4499781 | -3.83241 24.61715 77.84561 -4.85441 
391   | 0.1784 |  0.994 | 0.0499755 |  1.4410615 | 1.4410615 | -3.83513 24.63131 77.89129 -4.85795 
392   | 0.1784 |  0.994 | 0.0496682 |  1.4321998 | 1.4321998 | -3.83784 24.64538 77.93668 -4.86148 
393   | 0.1784 |  0.994 | 0.0493628 |  1.4233925 | 1.4233925 | -3.84053 24.65936 77.98180 -4.86498 
394   | 0.1784 |  0.994 | 0.0490592 |  1.4146395 | 1.4146395 | -3.84321 24.67326 78.02664 -4.86845 
395   | 0.1784 |  0.994 | 0.0487575 |  1.4059402 | 1.4059402 | -3.84586 24.68707 78.07120 -4.87191 
396   | 0.1784 |  0.994 | 0.0484577 |  1.3972945 | 1.3972945 | -3.84851 24.70080 78.11549 -4.87535 
397   | 0.1784 |  0.994 | 0.0481597 |  1.3887019 | 1.3887019 | -3.85113 24.71444 78.15951 -4.87876 
398   | 0.1784 |  0.994 | 0.0478636 |  1.3801621 | 1.3801621 | -3.85374 24.72800 78.20325 -4.88215 
399   | 0.1784 |  0.994 | 0.0475692 |  1.3716749 | 1.3716749 | -3.85633 24.74148 78.24673 -4.88553 
400   | 0.1784 |  0.994 | 0.0472767 |  1.3632399 | 1.3632399 | -3.85891 24.75487 78.28994 -4.88888 
401   | 0.1784 |  0.994 | 0.0469860 |  1.3548567 | 1.3548567 | -3.86147 24.76818 78.33288 -4.89221 
402   | 0.1784 |  0.994 | 0.0466970 |  1.3465251 | 1.3465251 | -3.86402 24.78141 78.37556 -4.89552 
403   | 0.1784 |  0.994 | 0.0464099 |  1.3382447 | 1.3382447 | -3.86655 24.79456 78.41798 -4.89881 
404   | 0.1784 |  0.994 | 0.0461245 |  1.3300152 | 1.3300152 | -3.86906 24.80762 78.46014 -4.90208 
405   | 0.1784 |  0.994 | 0.0458408 |  1.3218364 | 1.3218364 | -3.87156 24.82061 78.50203 -4.90533 
406   | 0.1784 |  0.994 | 0.0455589 |  1.3137078 | 1.3137078 | -3.87405 24.83351 78.54367 -4.90856 
407   | 0.1784 |  0.994 | 0.0452788 |  1.3056293 | 1.3056293 | -3.87652 24.84634 78.58506 -4.91177 
408   | 0.1784 |  0.994 | 0.0450003 |  1.2976004 | 1.2976004 | -3.87897 24.85909 78.62619 -4.91496 
409   | 0.1784 |  0.994 | 0.0447236 |  1.2896208 | 1.2896208 | -3.88141 24.87176 78.66706 -4.91813 
410   | 0.1784 |  0.994 | 0.0444486 |  1.2816904 | 1.2816904 | -3.88383 24.88435 78.70769 -4.92128 
411   | 0.1784 |  0.994 | 0.0441753 |  1.2738087 | 1.2738087 | -3.88624 24.89686 78.74806 -4.92442 
412   | 0.1784 |  0.994 | 0.0439036 |  1.2659755 | 1.2659755 | -3.88863 24.90930 78.78819 -4.92753 
413   | 0.1784 |  0.994 | 0.0436336 |  1.2581904 | 1.2581904 | -3.89101 24.92166 78.82807 -4.93062 
414   | 0.1784 |  0.994 | 0.0433653 |  1.2504533 | 1.2504533 | -3.89338 24.93394 78.86771 -4.93370 
415   | 0.1784 |  0.994 | 0.0430986 |  1.2427637 | 1.2427637 | -3.89573 24.94615 78.90710 -4.93675 
416   | 0.1784 |  0.994 | 0.0428336 |  1.2351214 | 1.2351214 | -3.89806 24.95829 78.94625 -4.93979 
417   | 0.1784 |  0.994 | 0.0425702 |  1.2275261 | 1.2275261 | -3.90038 24.97035 78.98515 -4.94281 
418   | 0.1784 |  0.994 | 0.0423084 |  1.2199775 | 1.2199775 | -3.90269 24.98233 79.02382 -4.94581 
419   | 0.1784 |  0.994 | 0.0420482 |  1.2124753 | 1.2124753 | -3.90498 24.99424 79.06225 -4.94879 
420   | 0.1784 |  0.994 | 0.0417897 |  1.2050192 | 1.2050192 | -3.90726 25.00608 79.10045 -4.95175 
421   | 0.1784 |  0.994 | 0.0415327 |  1.1976090 | 1.1976090 | -3.90952 25.01785 79.13841 -4.95470 
422   | 0.1784 |  0.994 | 0.0412773 |  1.1902444 | 1.1902444 | -3.91177 25.02954 79.17614 -4.95762 
423   | 0.1784 |  0.994 | 0.0410234 |  1.1829251 | 1.1829251 | -3.91401 25.04116 79.21363 -4.96053 
424   | 0.1784 |  0.994 | 0.0407712 |  1.1756507 | 1.1756507 | -3.91623 25.05271 79.25089 -4.96342 
425   | 0.1784 |  0.994 | 0.0405205 |  1.1684211 | 1.1684211 | -3.91844 25.06419 79.28793 -4.96630 
426   | 0.1784 |  0.994 | 0.0402713 |  1.1612360 | 1.1612360 | -3.92064 25.07560 79.32474 -4.96915 
427   | 0.1784 |  0.994 | 0.0400236 |  1.1540950 | 1.1540950 | -3.92282 25.08693 79.36132 -4.97199 
428   | 0.1784 |  0.994 | 0.0397775 |  1.1469980 | 1.1469980 | -3.92499 25.09820 79.39767 -4.97481 
429   | 0.1784 |  0.994 | 0.0395329 |  1.1399446 | 1.1399446 | -3.92714 25.10940 79.43380 -4.97761 
430   | 0.1784 |  0.994 | 0.0392898 |  1.1329346 | 1.1329346 | -3.92929 25.12053 79.46971 -4.98040 
